trip_id,starttime,stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear
490,10/13/2014 11:54,10/13/2014 12:39,SEA00048,2676.788,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Male,1990.0
492,10/13/2014 11:55,10/13/2014 12:39,SEA00214,2684.59,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Other,1981.0
493,10/13/2014 11:57,10/13/2014 12:05,SEA00298,488.523,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,1st Ave & Marion St,PS-05,CBD-05,Member,Male,1982.0
494,10/13/2014 11:58,10/13/2014 12:39,SEA00104,2444.973,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Other,1967.0
495,10/13/2014 11:59,10/13/2014 12:19,SEA00412,1213.319,9th Ave N & Mercer St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,DPD-01,EL-01,Member,Male,1968.0
497,10/13/2014 12:02,10/13/2014 12:40,SEA00438,2286.013,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Children's Hospital / Sandpoint Way NE & 40th Ave NE,UD-01,DPD-03,Member,Male,1955.0
498,10/13/2014 12:02,10/13/2014 12:20,SEA00037,1066.697,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Children's Hospital / Sandpoint Way NE & 40th Ave NE,UD-01,DPD-03,Member,Male,1972.0
499,10/13/2014 12:02,10/13/2014 14:28,SEA00080,8737.446,Occidental Park / Occidental Ave S & S Washington St,3rd Ave & Broad St,PS-04,BT-01,Member,Male,1950.0
500,10/13/2014 12:04,10/13/2014 12:10,SEA00344,353.58,2nd Ave & Spring St,2nd Ave & Pine St,CBD-06,CBD-13,Member,Male,1946.0
501,10/13/2014 12:04,10/13/2014 12:13,SEA00236,535.867,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Member,Male,1953.0
502,10/13/2014 12:05,10/13/2014 12:13,SEA00461,531.244,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Member,Male,1950.0
503,10/13/2014 12:05,10/13/2014 12:16,SEA00058,666.619,6th Ave & Blanchard St,2nd Ave & Vine St,BT-04,BT-03,Member,Male,1989.0
504,10/13/2014 12:05,10/13/2014 12:45,SEA00405,2372.291,6th Ave & Blanchard St,12th Ave & NE Campus Pkwy,BT-04,UD-04,Member,Male,1964.0
506,10/13/2014 12:08,10/13/2014 19:07,SEA00155,25119.114,2nd Ave & Spring St,2nd Ave & Vine St,CBD-06,BT-03,Member,Male,1988.0
507,10/13/2014 12:11,10/13/2014 12:16,SEA00321,332.457,City Hall / 4th Ave & James St,City Hall / 4th Ave & James St,CBD-07,CBD-07,Short-Term Pass Holder,,
508,10/13/2014 12:11,10/13/2014 12:25,SEA00183,872.985,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Member,Female,1960.0
509,10/13/2014 12:13,10/13/2014 12:20,SEA00440,415.388,2nd Ave & Spring St,7th Ave & Union St,CBD-06,CBD-03,Member,Male,1970.0
510,10/13/2014 12:15,10/13/2014 12:31,SEA00218,1001.381,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Intramural Activities Building,UW-02,UW-07,Member,Male,1983.0
511,10/13/2014 12:15,10/13/2014 12:31,SEA00467,986.797,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Intramural Activities Building,UW-02,UW-07,Member,Female,1989.0
512,10/13/2014 12:15,10/13/2014 12:31,SEA00173,979.928,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Intramural Activities Building,UW-02,UW-07,Member,Female,1952.0
513,10/13/2014 12:17,10/13/2014 12:22,SEA00459,353.611,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Member,Male,1981.0
516,10/13/2014 12:19,10/13/2014 12:21,SEA00052,132.414,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Member,Male,1975.0
517,10/13/2014 12:19,10/13/2014 12:34,SEA00145,888.627,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Vine St,PS-04,BT-03,Member,Male,1967.0
518,10/13/2014 12:20,10/13/2014 12:31,SEA00321,690.793,City Hall / 4th Ave & James St,2nd Ave & Blanchard St,CBD-07,BT-05,Short-Term Pass Holder,,
519,10/13/2014 12:20,10/13/2014 12:26,SEA00089,351.563,1st Ave & Marion St,2nd Ave & Spring St,CBD-05,CBD-06,Member,Female,1949.0
520,10/13/2014 12:21,10/13/2014 12:32,SEA00028,653.071,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Intramural Activities Building,UW-02,UW-07,Member,Female,1991.0
521,10/13/2014 12:31,10/13/2014 12:57,SEA00140,1593.079,Occidental Park / Occidental Ave S & S Washington St,Occidental Park / Occidental Ave S & S Washington St,PS-04,PS-04,Member,Male,1982.0
522,10/13/2014 12:32,10/13/2014 12:57,SEA00110,1490.281,Occidental Park / Occidental Ave S & S Washington St,6th Ave & Blanchard St,PS-04,BT-04,Member,Male,1978.0
523,10/13/2014 12:32,10/13/2014 12:36,SEA00076,213.559,Occidental Park / Occidental Ave S & S Washington St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,PS-04,PS-05,Member,Male,1950.0
524,10/13/2014 12:32,10/13/2014 12:40,SEA00247,471.424,2nd Ave & Spring St,7th Ave & Union St,CBD-06,CBD-03,Member,Female,1946.0
525,10/13/2014 12:32,10/13/2014 12:40,SEA00089,488.079,2nd Ave & Spring St,7th Ave & Union St,CBD-06,CBD-03,Member,Female,1949.0
526,10/13/2014 12:35,10/13/2014 12:47,SEA00058,717.698,2nd Ave & Vine St,2nd Ave & Spring St,BT-03,CBD-06,Member,Male,1953.0
527,10/13/2014 12:35,10/13/2014 12:46,SEA00063,689.523,2nd Ave & Vine St,2nd Ave & Spring St,BT-03,CBD-06,Member,Male,1950.0
528,10/13/2014 12:39,10/13/2014 12:45,SEA00415,357.776,6th Ave S & S King St,Occidental Park / Occidental Ave S & S Washington St,ID-04,PS-04,Member,Male,1975.0
530,10/13/2014 12:43,10/13/2014 12:48,SEA00311,278.849,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,PS-05,PS-05,Short-Term Pass Holder,,
531,10/13/2014 12:46,10/13/2014 12:47,SEA00151,77.656,9th Ave N & Mercer St,9th Ave N & Mercer St,DPD-01,DPD-01,Member,Male,1985.0
533,10/13/2014 12:48,10/13/2014 12:51,SEA00269,179.939,NE 42nd St & University Way NE,12th Ave & NE Campus Pkwy,UD-02,UD-04,Short-Term Pass Holder,,
534,10/13/2014 12:48,10/13/2014 12:58,SEA00355,590.698,9th Ave N & Mercer St,Dexter Ave & Denny Way,DPD-01,SLU-18,Short-Term Pass Holder,,
535,10/13/2014 12:49,10/13/2014 12:52,SEA00499,193.828,6th Ave & Blanchard St,Westlake Ave & 6th Ave,BT-04,SLU-15,Member,Male,1981.0
536,10/13/2014 12:53,10/13/2014 12:58,SEA00177,258.419,1st Ave & Marion St,2nd Ave & Spring St,CBD-05,CBD-06,Member,Male,1978.0
537,10/13/2014 12:54,10/13/2014 12:59,SEA00269,335.591,12th Ave & NE Campus Pkwy,NE 42nd St & University Way NE,UD-04,UD-02,Short-Term Pass Holder,,
538,10/13/2014 12:54,10/13/2014 13:15,SEA00464,1254.226,NE 42nd St & University Way NE,Children's Hospital / Sandpoint Way NE & 40th Ave NE,UD-02,DPD-03,Member,Male,1987.0
539,10/13/2014 12:57,10/13/2014 13:04,SEA00308,425.148,Occidental Park / Occidental Ave S & S Washington St,1st Ave & Marion St,PS-04,CBD-05,Member,Female,1963.0
540,10/13/2014 12:58,10/13/2014 13:18,SEA00344,1189.182,2nd Ave & Pine St,2nd Ave & Pine St,CBD-13,CBD-13,Member,Male,1976.0
541,10/13/2014 12:59,10/13/2014 13:16,SEA00230,1003.336,Frye Art Museum / Terry Ave & Columbia St,Frye Art Museum / Terry Ave & Columbia St,FH-01,FH-01,Short-Term Pass Holder,,
542,10/13/2014 13:01,10/13/2014 13:13,SEA00034,735.127,Harvard Ave & E Pine St,E Harrison St & Broadway Ave E,CH-09,CH-02,Member,Male,1946.0
543,10/13/2014 13:02,10/13/2014 13:10,SEA00353,518.048,Westlake Ave & 6th Ave,Westlake Ave & 6th Ave,SLU-15,SLU-15,Member,Male,1977.0
544,10/13/2014 13:02,10/13/2014 13:12,SEA00043,607.141,Dexter Ave & Denny Way,2nd Ave & Spring St,SLU-18,CBD-06,Short-Term Pass Holder,,
545,10/13/2014 13:03,10/13/2014 13:16,SEA00444,758.603,6th Ave & Blanchard St,Occidental Park / Occidental Ave S & S Washington St,BT-04,PS-04,Member,Male,1981.0
546,10/13/2014 13:04,10/13/2014 13:14,SEA00485,616.752,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW-10,UW-10,Member,Male,1958.0
547,10/13/2014 13:05,10/13/2014 13:30,SEA00250,1516.688,2nd Ave & Spring St,2nd Ave & Vine St,CBD-06,BT-03,Member,Male,1976.0
548,10/13/2014 13:07,10/13/2014 13:22,SEA00459,870.243,Occidental Park / Occidental Ave S & S Washington St,1st Ave & Marion St,PS-04,CBD-05,Member,Female,1973.0
549,10/13/2014 13:07,10/13/2014 13:22,SEA00110,883.781,6th Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-04,SLU-19,Member,Male,1978.0
550,10/13/2014 13:08,10/13/2014 13:15,SEA00068,384.491,12th Ave & E Mercer St,E Harrison St & Broadway Ave E,CH-15,CH-02,Member,Male,1987.0
551,10/13/2014 13:08,10/13/2014 13:09,SEA00321,69.51,2nd Ave & Blanchard St,2nd Ave & Blanchard St,BT-05,BT-05,Short-Term Pass Holder,,
552,10/13/2014 13:09,10/13/2014 13:18,SEA00204,524.861,REI / Yale Ave N & John St,REI / Yale Ave N & John St,SLU-01,SLU-01,Member,Female,1990.0
553,10/13/2014 13:09,10/13/2014 13:27,SEA00140,1071.535,Occidental Park / Occidental Ave S & S Washington St,Harvard Ave & E Pine St,PS-04,CH-09,Member,Male,1982.0
554,10/13/2014 13:16,10/13/2014 13:24,SEA00068,466.29,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Male,1946.0
555,10/13/2014 13:18,10/13/2014 13:21,SEA00225,215.288,E Harrison St & Broadway Ave E,12th Ave & E Mercer St,CH-02,CH-15,Member,Male,1987.0
556,10/13/2014 13:20,10/13/2014 13:30,SEA00182,601.665,2nd Ave & Spring St,1st Ave & Marion St,CBD-06,CBD-05,Short-Term Pass Holder,,
557,10/13/2014 13:20,10/13/2014 13:33,SEA00276,746.342,NE 47th St & 12th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UD-07,UW-10,Member,Male,1979.0
558,10/13/2014 13:21,10/13/2014 13:33,SEA00057,714.822,NE 47th St & 12th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UD-07,UW-10,Member,Male,1974.0
561,10/13/2014 13:27,10/13/2014 13:33,SEA00063,364.088,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Short-Term Pass Holder,,
562,10/13/2014 13:30,10/13/2014 13:42,SEA00071,713.859,7th Ave & Union St,Cal Anderson Park / 11th Ave & Pine St,CBD-03,CH-08,Member,Female,1946.0
563,10/13/2014 13:30,10/13/2014 13:42,SEA00190,739.791,7th Ave & Union St,Cal Anderson Park / 11th Ave & Pine St,CBD-03,CH-08,Member,Female,1949.0
564,10/13/2014 13:32,10/13/2014 13:42,SEA00048,579.836,Cal Anderson Park / 11th Ave & Pine St,15th Ave E & E Thomas St,CH-08,CH-05,Member,Male,1946.0
565,10/13/2014 12:37,10/13/2014 12:47,SEA00467,618.777,UW Intramural Activities Building,UW McCarty Hall / Whitman Ct,UW-07,UW-01,Member,Female,1989.0
566,10/13/2014 12:39,10/13/2014 12:49,SEA00100,627.052,UW Intramural Activities Building,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-07,UW-02,Member,Female,1991.0
568,10/13/2014 13:36,10/13/2014 13:44,SEA00309,465.569,6th Ave S & S King St,Occidental Park / Occidental Ave S & S Washington St,ID-04,PS-04,Member,Female,1951.0
569,10/13/2014 13:36,10/13/2014 14:29,SEA00433,3202.246,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-10,UD-01,Member,Male,1979.0
570,10/13/2014 13:36,10/13/2014 13:52,SEA00063,930.967,Occidental Park / Occidental Ave S & S Washington St,PATH / 9th Ave & Westlake Ave,PS-04,SLU-07,Short-Term Pass Holder,,
571,10/13/2014 13:36,10/13/2014 14:22,SEA00148,2755.71,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Short-Term Pass Holder,,
572,10/13/2014 13:36,10/13/2014 13:45,SEA00034,549.146,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Short-Term Pass Holder,,
573,10/13/2014 13:36,10/13/2014 13:55,SEA00057,1126.403,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-10,UD-01,Member,Male,1974.0
574,10/13/2014 13:38,10/13/2014 13:56,SEA00110,1086.674,Key Arena / 1st Ave N & Harrison St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-19,PS-05,Member,Male,1978.0
575,10/13/2014 13:40,10/13/2014 14:03,SEA00202,1400.333,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Lake Union Park / Valley St & Boren Ave N,PS-05,SLU-17,Member,Female,1958.0
577,10/13/2014 13:43,10/13/2014 13:52,SEA00037,528.344,Children's Hospital / Sandpoint Way NE & 40th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,DPD-03,UD-01,Member,Male,1972.0
578,10/13/2014 13:44,10/13/2014 14:09,SEA00497,1499.49,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Member,Male,1968.0
579,10/13/2014 13:45,10/13/2014 14:09,SEA00461,1467.996,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave,WF-01,SLU-15,Short-Term Pass Holder,,
580,10/13/2014 13:45,10/13/2014 13:49,SEA00128,241.254,15th Ave E & E Thomas St,E Pine St & 16th Ave,CH-05,CH-07,Member,Male,1946.0
581,10/13/2014 13:46,10/13/2014 14:09,SEA00236,1414.177,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave,WF-01,SLU-15,Short-Term Pass Holder,,
582,10/13/2014 13:49,10/13/2014 13:56,SEA00335,457.588,Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Mercer St,CH-08,CH-15,Member,Other,1967.0
583,10/13/2014 13:51,10/13/2014 13:59,SEA00349,472.548,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave,SLU-02,SLU-15,Member,Male,1980.0
586,10/13/2014 13:56,10/13/2014 14:08,SEA00444,692.33,Occidental Park / Occidental Ave S & S Washington St,Westlake Ave & 6th Ave,PS-04,SLU-15,Member,Male,1981.0
587,10/13/2014 13:57,10/13/2014 14:05,SEA00123,532.93,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St,CBD-13,PS-04,Member,Female,1956.0
588,10/13/2014 13:58,10/13/2014 14:12,SEA00079,879.996,Occidental Park / Occidental Ave S & S Washington St,7th Ave & Union St,PS-04,CBD-03,Member,Female,1951.0
590,10/13/2014 14:03,10/13/2014 14:07,SEA00373,284.349,City Hall / 4th Ave & James St,6th Ave S & S King St,CBD-07,ID-04,Short-Term Pass Holder,,
591,10/13/2014 14:03,10/13/2014 14:35,SEA00456,1901.545,REI / Yale Ave N & John St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-01,WF-04,Short-Term Pass Holder,,
592,10/13/2014 14:05,10/13/2014 14:35,SEA00297,1778.2,REI / Yale Ave N & John St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-01,WF-04,Short-Term Pass Holder,,
593,10/13/2014 14:05,10/13/2014 14:07,SEA00071,107.847,Cal Anderson Park / 11th Ave & Pine St,Harvard Ave & E Pine St,CH-08,CH-09,Member,Male,1990.0
594,10/13/2014 14:05,10/13/2014 14:11,SEA00177,320.165,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Member,Male,1978.0
595,10/13/2014 14:06,10/13/2014 14:12,SEA00130,362.646,E Pine St & 16th Ave,Harvard Ave & E Pine St,CH-07,CH-09,Member,Other,1992.0
596,10/13/2014 14:06,10/13/2014 14:35,SEA00204,1718.521,REI / Yale Ave N & John St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-01,WF-04,Short-Term Pass Holder,,
